Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-16676800004,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.59,23.39,4,93.56,3,0.79
INV-16676700008,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1031100,American Vodkas,297,Laird & Company,35926,Five O'Clock Vodka PET,12,750,3.37,5.06,12,60.72,9,2.37
INV-16677000011,01/02/19,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1062100,Gold Rum,389,REMY COINTREAU USA INC,42666,Mt. Gay Eclipse Rum,12,750,9.98,14.97,3,44.91,2.25,0.59
INV-16677000026,01/02/19,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1022200,100% Agave Tequila,410,Patron Spirits Company,88296,Patron Silver,12,750,27.5,41.25,4,165,3,0.79
INV-16676700033,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1032100,Imported Vodkas,420,MOET HENNESSY USA,34155,Belvedere Vodka,6,750,17.15,25.73,1,25.73,0.75,0.19
INV-16677100033,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon,48,100,0.9,1.35,144,194.4,14.4,3.8
INV-16677000014,01/02/19,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1031100,American Vodkas,260,DIAGEO AMERICAS,37991,Smirnoff 80prf Mini,12,500,7.47,11.21,4,44.84,2,0.52
INV-16677100036,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1081600,Whiskey Liqueur,434,LUXCO INC,86832,Rebel Yell Ginger Whiskey,6,750,8.5,12.75,1,12.75,0.75,0.19
INV-16676700039,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1041200,Flavored Gin,370,PERNOD RICARD USA,33286,Seagrams Peach Twisted Gin,12,750,6.49,9.74,1,9.74,0.75,0.19
INV-16677000012,01/02/19,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1052100,Imported Brandies,420,MOET HENNESSY USA,48106,Hennessy VS,12,750,19.99,29.99,2,59.98,1.5,0.39
INV-16677100007,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1062500,Flavored Rum,370,PERNOD RICARD USA,42703,Malibu Pineapple Rum,12,750,7.49,11.24,2,22.48,1.5,0.39
INV-16676700035,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1041100,American Dry Gins,564,Jacob Rieger & Company LLC,30668,Riegers Midwestern Dry Gin,6,750,13.32,19.98,2,39.96,1.5,0.39
INV-16677100014,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1012200,Scotch Whiskies,370,PERNOD RICARD USA,4716,Chivas Regal 12 Yr,12,750,18.98,28.47,1,27.74,0.75,0.19
INV-16676600016,01/02/19,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,59037,Desert Island Long Island Ice Tea Cocktail,12,1000,3.7,5.55,12,78.48,12,3.17
INV-16676700028,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68031,Baileys Original Irish Cream Mini,4,1000,25.25,37.88,1,37.88,1,0.26
INV-16693000002,01/02/19,5004,Ida Grove Food Pride,200 Susan Lawrence Dr,Ida Grove,51445,,47,IDA,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,12,211.56,12,3.17
INV-16682800049,01/02/19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1011100,Blended Whiskies,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11,16.5,6,99,10.5,2.77
INV-16676700055,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1081300,American Cordials & Liqueur,434,LUXCO INC,78866,Paramount Creme de Cacao White,12,750,5,7.5,2,15,1.5,0.39
INV-16676600005,01/02/19,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1062200,White Rum,35,BACARDI USA INC,43128,Bacardi Superior,6,1750,15,22.5,6,135,10.5,2.77
INV-16677000021,01/02/19,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1032100,Imported Vodkas,421,SAZERAC COMPANY  INC,34368,Fris Danish Vodka,6,1750,8.49,12.74,6,76.44,10.5,2.77
INV-16676600018,01/02/19,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69637,Dr McGillicuddys Cherry,12,1000,11,16.5,12,198,12,3.17
INV-16676900005,01/02/19,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36901,McCormick Vodka Mini,6,500,4.7,7.05,6,42.3,3,0.79
INV-16677100018,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1082000,Imported Cordials & Liqueurs,259,Heaven Hill Brands,65194,Hpnotiq,12,375,6.35,9.53,2,19.06,0.75,0.19
INV-16679800029,01/02/19,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6th St SW,Cedar Rapids,52404,POINT (-91.67706 41.962419),57,LINN,1031100,American Vodkas,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,6,16.74,2.25,0.59
INV-16679900063,01/02/19,5142,Smokin' Joe's #13 Tobacco and Liquor Outlet,2315 Mt Vernon Rd SE,Cedar Rapids,52303,,57,Linn,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,3,26.01,2.25,0.59
INV-16680000106,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,12,148.56,9,2.37
INV-16676900002,01/02/19,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9,2.37
INV-16676700050,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1011200,Straight Bourbon Whiskies,461,Skyy Spirits Inc,22175,Russell's Reserve 10YR,6,750,20,30,2,60,1.5,0.39
INV-16676800001,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,9.64,14.46,12,173.52,9,2.37
INV-16676700024,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1701100,Temporary & Specialty Packages,260,DIAGEO AMERICAS,64439,Ciroc Black Raspberry,12,375,9.25,13.88,3,41.64,1.12,0.29
INV-16677100023,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1062200,White Rum,35,BACARDI USA INC,43388,Castillo Silver Rum,6,1750,8.33,12.5,6,75,10.5,2.77
INV-16677100027,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1062400,Spiced Rum,395,PROXIMO,46504,Kraken Black Spiced Rum,12,750,10.45,15.68,1,15.68,0.75,0.19
INV-16677400025,01/02/19,4377,Quik Trip #562 / NE 14th / DSM,4801 NE 14th St,Des Moines,50313,POINT (-93.600266 41.648602),77,POLK,1022100,Mixto Tequila,395,PROXIMO,89199,Jose Cuervo Especial Reposado Square,12,375,5.5,8.25,3,24.75,1.12,0.29
INV-16677000025,01/02/19,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut Rum,12,750,7.49,11.24,3,33.72,2.25,0.59
INV-16682800024,01/02/19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1012100,Canadian Whiskies,85,Brown Forman Corp.,12464,Canadian Mist Whisky,24,375,2.9,4.35,1,4.35,0.37,0.09
INV-16679000011,01/02/19,4684,Indy 66 #928 / Indianola,1201 N Jefferson,Indianola,50125,,91,WARREN,1031100,American Vodkas,300,McCormick Distilling Co.,36904,Mccormick Vodka Pet,24,375,1.8,2.7,24,64.8,9,2.37
INV-16677000005,01/02/19,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1031100,American Vodkas,297,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77
INV-16677000015,01/02/19,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84172,99 Bananas Mini,10,600,6,9,1,9,0.6,0.15
INV-16676700042,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1051100,American Brandies,434,LUXCO INC,55087,Paramount Blackberry Brandy,12,1000,6.53,9.8,2,19.6,2,0.52
INV-16677100020,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1071100,Cocktails /RTD,395,PROXIMO,58868,Jose Cuervo Authentic Strawberry Margarita,6,1750,8.74,13.11,2,26.22,3.5,0.92
INV-16676900019,01/02/19,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10805,Crown Royal Regal Apple,24,375,8,12,24,288,9,2.37
INV-16679100077,01/02/19,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26827,Jack Daniels Old #7 Black Label,12,1000,18.89,28.34,12,340.08,12,3.17
INV-16676700020,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1052100,Imported Brandies,420,MOET HENNESSY USA,48106,Hennessy VS,12,750,19.99,29.99,24,719.76,18,4.75
INV-16676700048,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10791,Crown Royal Vanilla,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-16676600006,01/02/19,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1052100,Imported Brandies,420,MOET HENNESSY USA,48107,Hennessy VS,12,1000,22.99,34.49,12,404.88,12,3.17
INV-16676700014,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11786,Black Velvet Traveler,12,750,5.23,7.85,12,94.2,9,2.37
INV-16676800008,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1022100,Mixto Tequila,395,PROXIMO,89196,Jose Cuervo Especial Reposado,12,750,11.07,16.61,3,49.83,2.25,0.59
INV-16676800022,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1031100,American Vodkas,205,E & J Gallo Winery,36968,New Amsterdam 80prf,24,375,3.5,5.25,4,21,1.5,0.39
INV-16676700060,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1062100,Gold Rum,461,Skyy Spirits Inc,43371,Appleton Signature Blend,12,750,10.5,15.75,2,31.5,1.5,0.39
INV-16677100032,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1011100,Blended Whiskies,297,Laird & Company,23824,Five Star,24,375,2.09,3.14,24,75.36,9,2.37
INV-16682800080,01/02/19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1031100,American Vodkas,297,Laird & Company,35926,Five O'Clock Vodka PET,12,750,3.37,5.06,12,60.72,9,2.37
INV-16676800016,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1041100,American Dry Gins,370,PERNOD RICARD USA,32231,Seagrams Extra Dry Gin Mini,12,500,3.3,4.95,2,9.9,1,0.26
INV-16677000001,01/02/19,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1062500,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut Rum,12,1000,10.99,16.49,12,188.88,12,3.17
INV-16677100016,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75198,Kinky Blue,6,750,10,15,2,30,1.5,0.39
INV-16678200012,01/02/19,4596,Quik Trip #534 / E University DM,2945 E University,Des Moines,50317,POINT (-93.558972 41.600468),77,POLK,1052100,Imported Brandies,420,MOET HENNESSY USA,48099,Hennessy VS,24,200,6.24,9.36,6,56.16,1.2,0.31
INV-16676600015,01/02/19,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1062100,Gold Rum,35,BACARDI USA INC,43037,Bacardi Gold,12,1000,9.5,14.25,12,171,12,3.17
INV-16676700071,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,4610,Buchanan's Red Seal,6,750,84.5,126.75,3,380.25,2.25,0.59
INV-16676800013,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,37991,Smirnoff 80prf Mini,12,500,7.47,11.21,3,33.63,1.5,0.39
INV-16677100035,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1051100,American Brandies,115,CONSTELLATION BRANDS INC,53213,Paul Masson Grande Amber Brandy VS,24,200,1.96,2.94,24,70.56,4.8,1.26
INV-16681900017,01/02/19,5286,Sauce,"108, College",Iowa City,52240,,52,JOHNSON,1082200,Imported Schnapps,260,DIAGEO AMERICAS,69946,Rumple Minze Peppermint Schnapps Liqueur,12,750,13,19.5,12,234,9,2.37
INV-16676700015,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1081400,American Schnapps,434,LUXCO INC,82187,Arrow Spearmint Schnapps,12,1000,5,7.5,12,90,12,3.17
INV-16676700043,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1082000,Imported Cordials & Liqueurs,421,SAZERAC COMPANY  INC,77786,Tuaca Perfect Chill,12,750,11.44,17.16,2,34.32,1.5,0.39
INV-16676700068,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1081200,Cream Liqueurs,300,McCormick Distilling Co.,65199,Tequila Rose Liqueur,12,1000,11.78,17.67,2,34.5,2,0.52
INV-16677100024,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1031100,American Vodkas,380,Phillips Beverage,37348,Phillips Vodka,6,1750,7.6,11.4,6,68.4,10.5,2.77
INV-16677000013,01/02/19,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1032100,Imported Vodkas,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80prf Mini,10,600,7.92,11.88,1,11.88,0.6,0.15
INV-16677100038,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,2.5,3.75,48,180,9.6,2.53
INV-16676600003,01/02/19,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1091100,American Distilled Spirit Specialty,154,DUNKEL CORPORATION,77805,Saints N Sinners Apple Pie,12,750,8,12,24,288,18,4.75
INV-16676700063,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1062500,Flavored Rum,35,BACARDI USA INC,43138,Bacardi Limon,6,1750,15,22.5,2,45,3.5,0.92
INV-16676800010,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65256,Jagermeister Liqueur,12,750,12.45,18.68,3,56.04,2.25,0.59
INV-16676700051,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86670,Jack Daniels Tennessee Honey,12,750,15.57,23.36,1,23.36,0.75,0.19
INV-16677100006,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown,6,1750,12.96,19.44,6,116.64,10.5,2.77
INV-16676700040,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1031200,American Flavored Vodka,380,Phillips Beverage,42079,UV Cake,12,1000,7.5,11.25,2,22.5,2,0.52
INV-16676700044,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,74090,Godiva White Chocolate Liqueur,12,750,17,25.5,1,25.5,0.75,0.19
INV-16676700065,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1022200,100% Agave Tequila,434,LUXCO INC,87596,El Mayor Blanco,6,750,14,21,2,42,1.5,0.39
INV-16676800011,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Label Mini,12,500,9.06,13.59,1,13.59,0.5,0.13
INV-16677100031,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84171,99 Bananas,48,100,0.89,1.34,48,64.32,4.8,1.26
INV-16676600012,01/02/19,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1031100,American Vodkas,380,Phillips Beverage,37526,Prairie Organic Vodka,6,750,11,16.5,6,99,4.5,1.18
INV-16676600008,01/02/19,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1012300,Single Malt Scotch,240,William Grant & Sons Inc,4356,Balvenie 12yr Doublewood Single Malt Scotch,12,750,32.5,48.75,12,565.56,9,2.37
INV-16677100034,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1031100,American Vodkas,255,Infinium Spirits,37889,Seagrams Extra Smooth Vodka,12,375,2.8,4.2,12,50.4,4.5,1.18
INV-16677100037,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19068,Jim Beam,6,1750,21,31.5,6,188.94,10.5,2.77
INV-16676800009,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,162,9,2.37
INV-16676700001,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26822,Jack Daniels Old #7 Black Label,48,100,2,3,48,144,4.8,1.26
INV-16676800014,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1031100,American Vodkas,434,LUXCO INC,36301,Hawkeye Vodka Mini,12,500,4.13,6.2,3,18.6,1.5,0.39
INV-16682800098,01/02/19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1031100,American Vodkas,301,FIFTH GENERATION INC,38180,Titos Handmade Mini,5,600,12.8,19.2,1,19.2,0.6,0.15
INV-16676900004,01/02/19,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36904,Mccormick Vodka Pet,24,375,1.8,2.7,24,64.8,9,2.37
INV-16677100030,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1062400,Spiced Rum,259,Heaven Hill Brands,43024,Admiral Nelson Spiced Rum,24,375,2.74,4.11,24,98.64,9,2.37
INV-16676800024,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10805,Crown Royal Regal Apple,24,375,8,12,2,24,0.75,0.19
INV-16676600001,01/02/19,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1031100,American Vodkas,154,DUNKEL CORPORATION,38046,Swell Zone Vodka,12,750,9.44,14.16,24,339.84,18,4.75
INV-16676800003,01/02/19,5092,Kum & Go #2035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
INV-16677100015,01/02/19,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1012200,Scotch Whiskies,35,BACARDI USA INC,4866,Dewars White Label Scotch,12,750,13.5,20.25,1,20.25,0.75,0.19
INV-16677000016,01/02/19,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428,POINT (-93.378772 43.142868),17,Cerro Gord,1031100,American Vodkas,300,McCormick Distilling Co.,36904,Mccormick Vodka Pet,24,375,1.8,2.7,24,64.8,9,2.37
INV-16676700016,01/02/19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1071100,Cocktails /RTD,395,PROXIMO,58835,Jose Cuervo Authentic Lime Margarita,6,800,4.62,6.93,6,41.58,4.8,1.26
